addr,name,unit,confidence,name_source
0x0012FAC0,hhsprite_0012FAC0,../hahig/hhsprite.c,unreferenced,generated
0x0012FB00,hhsprite_0012FB00,../hahig/hhsprite.c,reached,generated
0x0012FB30,hhsprite_0012FB30,../hahig/hhsprite.c,unreferenced,generated
0x0012FB68,hhsprite_0012FB68,../hahig/hhsprite.c,reached,generated
0x0012FBB8,hhsprite_0012FBB8,../hahig/hhsprite.c,reached,generated
0x0012FBE8,hhsprite_0012FBE8,../hahig/hhsprite.c,reached,generated
0x0012FC30,hhsprite_0012FC30,../hahig/hhsprite.c,reached,generated
0x0012FC78,Sprite,../hahig/hhsprite.c,reached,prose_label
0x0012FCC8,hhsprite_0012FCC8,../hahig/hhsprite.c,reached,generated
0x0012FCE8,func_0012FCE8,,reached,generated
0x0012FD18,func_0012FD18,,reached,generated
0x0012FD48,func_0012FD48,,reached,generated
0x0012FE70,func_0012FE70,,reached,generated
0x0012FEB8,func_0012FEB8,,reached,generated
0x0012FF00,func_0012FF00,,reached,generated
0x0012FF20,func_0012FF20,,reached,generated
0x0012FF40,func_0012FF40,,reached,generated
0x0012FF70,func_0012FF70,,reached,generated
0x0012FF90,hhtex_0012FF90,../hahig/hhtex.c,reached,generated
0x00130518,hhtex_00130518,../hahig/hhtex.c,reached,generated
0x001305F8,hhtex_001305F8,../hahig/hhtex.c,reached,generated
0x00130638,hhtex_00130638,../hahig/hhtex.c,reached,generated
0x00130678,hhtex_00130678,../hahig/hhtex.c,reached,generated
0x001306C0,hhtex_001306C0,../hahig/hhtex.c,reached,generated
0x001306D8,hhtex_001306D8,../hahig/hhtex.c,reached,generated
0x00130728,hhtex_00130728,../hahig/hhtex.c,reached,generated
0x00130740,hhTextureLoadFromFile,../hahig/hhtex.c,reached,recovered
0x001308D0,Texture,../hahig/hhtex.c,reached,prose_label
0x00130928,hhtex_00130928,../hahig/hhtex.c,reached,generated
0x00130950,hhtex_00130950,../hahig/hhtex.c,reached,generated
0x00130A80,hhtex_00130A80,../hahig/hhtex.c,reached,generated
0x00130A98,hhtex_00130A98,../hahig/hhtex.c,reached,generated
0x00130BF8,hhtex_00130BF8,../hahig/hhtex.c,reached,generated
0x00130D48,hhtex_00130D48,../hahig/hhtex.c,reached,generated
0x00130DC8,hhtex_00130DC8,../hahig/hhtex.c,reached,generated
0x00130DE8,hhtex_00130DE8,../hahig/hhtex.c,reached,generated
0x00130E10,hhtex_00130E10,../hahig/hhtex.c,reached,generated
0x00130E38,hhtex_00130E38,../hahig/hhtex.c,reached,generated
0x00130ED8,hhtex_00130ED8,../hahig/hhtex.c,reached,generated
0x00130EE8,hhtex_00130EE8,../hahig/hhtex.c,reached,generated
0x00130EF8,hhtex_00130EF8,../hahig/hhtex.c,unreferenced,generated
0x00130FC0,hhtex_00130FC0,../hahig/hhtex.c,reached,generated
0x00131008,hhtex_00131008,../hahig/hhtex.c,unreferenced,generated
0x00131010,hhtex_00131010,../hahig/hhtex.c,unreferenced,generated
0x00131018,hhtext_put_char,../hahig/hhtex.c,reached,manual
0x00131088,hhtex_00131088,../hahig/hhtex.c,reached,generated
0x00131178,hhtext_format_number,../hahig/hhtex.c,reached,manual
0x00131408,hhtext_00131408,../hahig/hhtext.c,reached,generated
0x00131450,hhtext_00131450,../hahig/hhtext.c,reached,generated
0x00131768,hhtext_00131768,../hahig/hhtext.c,reached,generated
0x00131818,hhtext_parse_escape,../hahig/hhtext.c,reached,manual
0x00131858,hhtext_00131858,../hahig/hhtext.c,reached,generated
0x00131AF0,hhtext_00131AF0,../hahig/hhtext.c,reached,generated
0x00131AF8,hhtext_00131AF8,../hahig/hhtext.c,reached,generated
0x00131B70,hhtext_00131B70,../hahig/hhtext.c,reached,generated
0x00131BC8,hhtext_00131BC8,../hahig/hhtext.c,reached,generated
0x00131BD8,hhtext_00131BD8,../hahig/hhtext.c,reached,generated
0x00131BE8,hhTextLinkTexAdd,../hahig/hhtext.c,reached,recovered
0x00131DE0,hhTextPutc,../hahig/hhtext.c,reached,recovered
0x00132050,hhTextPuts,../hahig/hhtext.c,reached,recovered
0x001321C0,hhTextPrintf,../hahig/hhtext.c,reached,recovered
0x00132288,hhtext_00132288,../hahig/hhtext.c,reached,generated
0x00132330,hhtext_draw_string,../hahig/hhtext.c,reached,manual
0x00132708,hhTextAddCR,../hahig/hhtext.c,reached,recovered
0x00132798,hhTextCls,../hahig/hhtext.c,reached,recovered
0x00132938,hhtext_00132938,../hahig/hhtext.c,reached,generated
0x00132968,hhtext_00132968,../hahig/hhtext.c,reached,generated
0x00132B30,hhtext_00132B30,../hahig/hhtext.c,reached,generated
0x00132B38,hhtext_00132B38,../hahig/hhtext.c,reached,generated
0x00132B70,hhtext_00132B70,../hahig/hhtext.c,reached,generated
0x00132B88,hhtext_00132B88,../hahig/hhtext.c,reached,generated
0x00132BA0,hhtext_00132BA0,../hahig/hhtext.c,reached,generated
0x00132BC8,hhtext_00132BC8,../hahig/hhtext.c,reached,generated
0x00132BD8,hhtext_00132BD8,../hahig/hhtext.c,unreferenced,generated
0x00132BE8,hhtext_00132BE8,../hahig/hhtext.c,reached,generated
0x00132C20,hhtext_00132C20,../hahig/hhtext.c,unreferenced,generated
0x00132C70,hhtext_00132C70,../hahig/hhtext.c,reached,generated
0x00132CD0,hhtext_00132CD0,../hahig/hhtext.c,reached,generated
0x00132DC8,hhtext_00132DC8,../hahig/hhtext.c,reached,generated
0x00132EC8,hhtext_00132EC8,../hahig/hhtext.c,reached,generated
0x00133068,hhtext_00133068,../hahig/hhtext.c,reached,generated
0x001331C8,hhtext_001331C8,../hahig/hhtext.c,reached,generated
0x001331F0,hhtext_001331F0,../hahig/hhtext.c,reached,generated
0x00133230,hhtext_00133230,../hahig/hhtext.c,unreferenced,generated
0x00133318,hhtext_00133318,../hahig/hhtext.c,reached,generated
0x001333D8,hhtext_001333D8,../hahig/hhtext.c,reached,generated
0x00133690,hhtext_00133690,../hahig/hhtext.c,reached,generated
0x001337C0,hhtext_001337C0,../hahig/hhtext.c,unreferenced,generated
0x001337D8,hhtext_001337D8,../hahig/hhtext.c,unreferenced,generated
0x001337F0,hhtext_001337F0,../hahig/hhtext.c,reached,generated
0x00133818,hhtext_00133818,../hahig/hhtext.c,unreferenced,generated
0x00133840,hhtext_00133840,../hahig/hhtext.c,reached,generated
0x00133878,hhtext_00133878,../hahig/hhtext.c,reached,generated
0x00133898,hhtext_00133898,../hahig/hhtext.c,reached,generated
0x001339E0,hhtext_001339E0,../hahig/hhtext.c,reached,generated
0x00133B80,hhtext_00133B80,../hahig/hhtext.c,reached,generated
0x00133C08,hhtext_00133C08,../hahig/hhtext.c,reached,generated
0x00133C10,hhtext_00133C10,../hahig/hhtext.c,reached,generated
0x00133C78,hhtext_00133C78,../hahig/hhtext.c,reached,generated
0x00133CC0,hhtext_00133CC0,../hahig/hhtext.c,unreferenced,generated
0x00133CC8,hhtext_00133CC8,../hahig/hhtext.c,unreferenced,generated
0x00133CD0,Material,../hahig/hhtext.c,reached,prose_label
0x00133D08,hhtext_00133D08,../hahig/hhtext.c,reached,generated
0x00133D30,hhtext_00133D30,../hahig/hhtext.c,reached,generated
0x00133E08,hhtext_00133E08,../hahig/hhtext.c,reached,generated
0x00133E10,hhtext_00133E10,../hahig/hhtext.c,reached,generated
0x00133E28,hhtext_00133E28,../hahig/hhtext.c,unreferenced,generated
0x00133F08,hhtext_00133F08,../hahig/hhtext.c,reached,generated
0x00133F68,hhtext_00133F68,../hahig/hhtext.c,reached,generated
0x00133FF8,hhtext_00133FF8,../hahig/hhtext.c,reached,generated
0x00134010,hhtext_00134010,../hahig/hhtext.c,unreferenced,generated
0x00134020,hhtext_00134020,../hahig/hhtext.c,reached,generated
0x00134038,hhtext_00134038,../hahig/hhtext.c,reached,generated
0x00134040,hhtext_00134040,../hahig/hhtext.c,reached,generated
0x00134048,hhtext_00134048,../hahig/hhtext.c,reached,generated
0x00134060,hhtext_00134060,../hahig/hhtext.c,reached,generated
0x001340A8,hhtext_001340A8,../hahig/hhtext.c,reached,generated
0x001340F0,hhtext_001340F0,../hahig/hhtext.c,reached,generated
0x001340F8,hhtext_001340F8,../hahig/hhtext.c,reached,generated
0x00134100,hhtext_00134100,../hahig/hhtext.c,reached,generated
0x00134108,hhtext_00134108,../hahig/hhtext.c,reached,generated
0x00134130,hhtext_00134130,../hahig/hhtext.c,reached,generated
0x00134140,hhtext_00134140,../hahig/hhtext.c,reached,generated
0x00134150,hhtext_00134150,../hahig/hhtext.c,reached,generated
0x001341D0,hhtext_001341D0,../hahig/hhtext.c,reached,generated
0x001341D8,hhtext_001341D8,../hahig/hhtext.c,reached,generated
0x00134288,hhModelUseTexWaitSet,../hahig/hhtext.c,reached,prose_label
0x00134668,hhdrawlk_00134668,../hahig/hhdrawlk.c,reached,generated
0x00134698,hhdrawlk_00134698,../hahig/hhdrawlk.c,reached,generated
0x00134728,hhDrawLinkAdd,../hahig/hhdrawlk.c,reached,recovered
0x00134838,DrawLink,../hahig/hhdrawlk.c,reached,prose_label
0x00134888,hhdrawlk_00134888,../hahig/hhdrawlk.c,reached,generated
0x001348A8,hhdrawlk_001348A8,../hahig/hhdrawlk.c,reached,generated
0x00134920,hhdrawlk_00134920,../hahig/hhdrawlk.c,unreferenced,generated
0x001349D0,hhdrawlk_001349D0,../hahig/hhdrawlk.c,unreferenced,generated
0x00134AF0,hhdrawlk_00134AF0,../hahig/hhdrawlk.c,reached,generated
0x00134B58,hhDrawPrintf,../hahig/hhdrawlk.c,reached,manual
0x00134C90,hhdrawlk_00134C90,../hahig/hhdrawlk.c,reached,generated
0x001350D8,hhdrawlk_001350D8,../hahig/hhdrawlk.c,unreferenced,generated
0x00135180,hhdrawlk_00135180,../hahig/hhdrawlk.c,reached,generated
0x00135398,hhdrawlk_00135398,../hahig/hhdrawlk.c,unreferenced,generated
0x00135448,hhdrawlk_00135448,../hahig/hhdrawlk.c,unreferenced,generated
0x001354B8,hhdrawlk_001354B8,../hahig/hhdrawlk.c,reached,generated
0x001354C0,hhdrawlk_001354C0,../hahig/hhdrawlk.c,reached,generated
0x001356C8,hhdrawlk_001356C8,../hahig/hhdrawlk.c,reached,generated
0x001357F8,hhdrawlk_001357F8,../hahig/hhdrawlk.c,reached,generated
0x00135970,hhdrawlk_00135970,../hahig/hhdrawlk.c,reached,generated
0x001359C0,hhdrawlk_001359C0,../hahig/hhdrawlk.c,reached,generated
0x001359C8,hhdrawlk_001359C8,../hahig/hhdrawlk.c,reached,generated
0x00135A08,hhdrawlk_00135A08,../hahig/hhdrawlk.c,reached,generated
0x00135A90,MotionLink,../hahig/hhdrawlk.c,reached,prose_label
0x00135AE0,hhdrawlk_00135AE0,../hahig/hhdrawlk.c,reached,generated
0x00135B10,func_00135B10,,reached,generated
0x00135B78,func_00135B78,,reached,generated
0x00135BB0,func_00135BB0,,reached,generated
0x00135C10,func_00135C10,,reached,generated
0x00135C48,func_00135C48,,reached,generated
0x00135C80,func_00135C80,,unreferenced,generated
0x00135D28,func_00135D28,,reached,generated
0x00135DC8,func_00135DC8,,reached,generated
0x00135E80,func_00135E80,,reached,generated
0x00136410,func_00136410,,reached,generated
0x00136A28,func_00136A28,,reached,generated
0x00136A40,func_00136A40,,reached,generated
0x00136EB0,func_00136EB0,,reached,generated
0x00136FB8,func_00136FB8,,reached,generated
0x00136FD0,hh_task_set_stack,../hahig/hhtask.c,reached,solo_string
0x00137078,hhtask_00137078,../hahig/hhtask.c,unreferenced,generated
0x00137088,hhtask_00137088,../hahig/hhtask.c,unreferenced,generated
0x00137090,hhTaskTrans,../hahig/hhtask.c,reached,recovered
0x001371E8,hhtask_001371E8,../hahig/hhtask.c,reached,generated
0x001371F8,hhTaskTransTo,../hahig/hhtask.c,reached,manual
0x00137218,hhtask_00137218,../hahig/hhtask.c,reached,generated
0x00137220,hhtask_00137220,../hahig/hhtask.c,reached,generated
0x00137248,hhtask_00137248,../hahig/hhtask.c,reached,generated
0x00137250,GameTask,../hahig/hhtask.c,reached,manual
0x00137290,hhtask_00137290,../hahig/hhtask.c,reached,generated
0x001372D0,hhtask_001372D0,../hahig/hhtask.c,reached,generated
0x001374D0,hhTaskKill,../hahig/hhtask.c,reached,recovered
0x001375A0,hhtask_001375A0,../hahig/hhtask.c,reached,generated
0x00137600,hhtask_00137600,../hahig/hhtask.c,reached,generated
0x00137608,hhtask_00137608,../hahig/hhtask.c,unreferenced,generated
0x00137628,hhtask_00137628,../hahig/hhtask.c,reached,generated
0x00137630,hhtask_00137630,../hahig/hhtask.c,unreferenced,generated
0x00137658,hhtask_00137658,../hahig/hhtask.c,reached,generated
0x00137680,hhtask_00137680,../hahig/hhtask.c,reached,generated
0x00137688,hhtask_00137688,../hahig/hhtask.c,unreferenced,generated
0x001376E0,TaskMan,../hahig/hhtask.c,reached,prose_label
0x00137888,func_00137888,,reached,generated
0x001378C0,func_001378C0,,reached,generated
0x001378F8,func_001378F8,,reached,generated
0x001379F8,func_001379F8,,reached,generated
0x00137B68,hhfade_00137B68,../hahig/hhfade.c,reached,generated
0x00137B88,func_00137B88,../hahig/hhfade.c,reached,generated
0x00137D80,func_00137D80,../hahig/hhfade.c,reached,generated
0x00137DB8,func_00137DB8,../hahig/hhfade.c,reached,generated
0x00137E30,hh_fade_draw_func,../hahig/hhfade.c,reached,solo_string
0x00137FF0,hhfade_00137FF0,../hahig/hhfade.c,reached,generated
0x001380D0,hhfade_001380D0,../hahig/hhfade.c,reached,generated
0x00138108,hh_fade_work_gen,../hahig/hhfade.c,reached,solo_string
0x001381B8,hhfade_001381B8,../hahig/hhfade.c,reached,generated
0x00138220,hhfade_00138220,../hahig/hhfade.c,reached,generated
0x00138248,FADECONTROLLER,../hahig/hhfade.c,reached,prose_label
0x001382D8,hhfade_001382D8,../hahig/hhfade.c,reached,generated
0x00138318,hhfade_00138318,../hahig/hhfade.c,reached,generated
0x00138370,hhfade_00138370,../hahig/hhfade.c,unreferenced,generated
0x001383C0,hhfade_001383C0,../hahig/hhfade.c,reached,generated
0x00138410,hhFadeStart,../hahig/hhfade.c,reached,recovered
0x00138528,hhfade_00138528,../hahig/hhfade.c,reached,generated
0x00138580,hhfade_00138580,../hahig/hhfade.c,reached,generated
0x001385D0,FadeController,../hahig/hhfade.c,reached,prose_label
0x00138648,hhfade_00138648,../hahig/hhfade.c,unreferenced,generated
0x00138698,hhfade_00138698,../hahig/hhfade.c,reached,generated
0x001386E0,func_001386E0,,reached,generated
0x00138720,func_00138720,,reached,generated
0x00138758,func_00138758,,reached,generated
0x001387A8,func_001387A8,,reached,generated
0x001387F0,func_001387F0,,reached,generated
0x00138838,func_00138838,,reached,generated
0x00138850,func_00138850,,unreferenced,generated
0x00138870,func_00138870,,reached,generated
0x00138880,func_00138880,,reached,generated
0x00138890,func_00138890,,reached,generated
0x001388A0,func_001388A0,,reached,generated
0x001388B0,func_001388B0,,reached,generated
0x001388C0,func_001388C0,,reached,generated
0x001388D0,func_001388D0,,reached,generated
0x001388E0,func_001388E0,,reached,generated
0x001388F8,func_001388F8,,reached,generated
0x00138998,func_00138998,,reached,generated
0x001389F8,func_001389F8,,reached,generated
0x00138A18,func_00138A18,,reached,generated
0x00138AD0,func_00138AD0,,reached,generated
0x00138B90,func_00138B90,,reached,generated
0x00138BA8,hhSceneAssign,,unreferenced,prose_label
0x00138C00,hhscene_00138C00,../hahig/hhscene.c,reached,generated
0x00138C50,hhscene_00138C50,../hahig/hhscene.c,reached,generated
0x00138C70,hhSceneDispArea,../hahig/hhscene.c,unreferenced,recovered
0x00138CC8,hhSceneEnable,../hahig/hhscene.c,unreferenced,recovered
0x00138D20,hhSceneModelAdd,../hahig/hhscene.c,unreferenced,recovered
0x00138D78,hhSceneModelRemove,../hahig/hhscene.c,unreferenced,recovered
0x00138DD0,hhSceneDefaultFlgSet,../hahig/hhscene.c,unreferenced,recovered
0x00138E28,hhscene_00138E28,../hahig/hhscene.c,reached,generated
0x001390B8,hhscene_001390B8,../hahig/hhscene.c,reached,generated
0x00139138,hhscene_00139138,../hahig/hhscene.c,reached,generated
0x00139148,hhscene_00139148,../hahig/hhscene.c,reached,generated
0x00139158,hhscene_00139158,../hahig/hhscene.c,reached,generated
0x00139178,hhscene_00139178,../hahig/hhscene.c,reached,generated
0x00139180,SCENECONTROLLER,../hahig/hhscene.c,reached,prose_label
0x001391E0,func_001391E0,,reached,generated
0x00139240,func_00139240,,unreferenced,generated
0x00139280,func_00139280,,reached,generated
0x001396A0,hh_particle_line_packet_create,../hahig/hhpartic.c,reached,solo_string
0x00139AD8,hhpartic_00139AD8,../hahig/hhpartic.c,reached,generated
0x00139C88,hhpartic_00139C88,../hahig/hhpartic.c,reached,generated
0x0013A600,hhpartic_0013A600,../hahig/hhpartic.c,reached,generated
0x0013ADF0,hhpartic_0013ADF0,../hahig/hhpartic.c,reached,generated
0x0013B1B8,hhpartic_0013B1B8,../hahig/hhpartic.c,reached,generated
0x0013B1D8,HahiGParticleDraw,../hahig/hhpartic.c,reached,manual
0x0013B450,HahiGParticleDraw_2,../hahig/hhpartic.c,reached,manual
0x0013B710,hhpartic_0013B710,../hahig/hhpartic.c,reached,generated
0x0013B740,hh_particle_init,../hahig/hhpartic.c,reached,solo_string
0x0013B9C8,func_0013B9C8,,reached,generated
0x0013BA30,func_0013BA30,,reached,generated
0x0013BA58,func_0013BA58,,reached,generated
0x0013BA60,func_0013BA60,,reached,generated
0x0013BA70,func_0013BA70,,reached,generated
0x0013BAF0,func_0013BAF0,,reached,generated
0x0013BB00,func_0013BB00,,reached,generated
0x0013BB10,func_0013BB10,,reached,generated
0x0013BB20,func_0013BB20,,reached,generated
0x0013BB30,func_0013BB30,,reached,generated
0x0013BB40,func_0013BB40,,reached,generated
0x0013BB50,func_0013BB50,,reached,generated
0x0013BB60,func_0013BB60,,reached,generated
0x0013BB70,func_0013BB70,,reached,generated
0x0013BB80,func_0013BB80,,reached,generated
0x0013BB90,func_0013BB90,,reached,generated
0x0013BBA0,func_0013BBA0,,reached,generated
0x0013BBB0,func_0013BBB0,,reached,generated
0x0013BBC0,func_0013BBC0,,reached,generated
0x0013BBD0,func_0013BBD0,,unreferenced,generated
0x0013BC30,func_0013BC30,,unreferenced,generated
0x0013BC40,func_0013BC40,,unreferenced,generated
0x0013BCD0,func_0013BCD0,,reached,generated
0x0013BE08,func_0013BE08,,reached,generated
0x0013BE90,func_0013BE90,,reached,generated
0x0013BF38,func_0013BF38,,reached,generated
0x0013BFA8,func_0013BFA8,,reached,generated
0x0013C030,func_0013C030,,unreferenced,generated
0x0013C078,func_0013C078,,unreferenced,generated
0x0013C0C8,func_0013C0C8,,unreferenced,generated
0x0013C0D4,func_0013C0D4,,reached,generated
0x0013C18C,func_0013C18C,,reached,generated
0x0013C250,hhmesh_0013C250,../hahig/hhmesh.c,reached,generated
0x0013C260,hhMeshExit,../hahig/hhmesh.c,reached,recovered
0x0013C2D8,hhMeshOpenByID,../hahig/hhmesh.c,reached,recovered
0x0013C398,hhmesh_0013C398,../hahig/hhmesh.c,reached,generated
0x0013C430,hhmesh_0013C430,../hahig/hhmesh.c,reached,generated
0x0013C438,hhmesh_0013C438,../hahig/hhmesh.c,reached,generated
0x0013C480,hhmesh_0013C480,../hahig/hhmesh.c,reached,generated
0x0013C508,hhmesh_0013C508,../hahig/hhmesh.c,reached,generated
0x0013C558,hhmesh_0013C558,../hahig/hhmesh.c,reached,generated
0x0013C5A8,hhmesh_0013C5A8,../hahig/hhmesh.c,reached,generated
0x0013C6C8,hhmesh_0013C6C8,../hahig/hhmesh.c,reached,generated
0x0013C7B8,func_0013C7B8,,reached,generated
0x0013C838,func_0013C838,,unreferenced,generated
0x0013C848,func_0013C848,,reached,generated
0x0013C858,func_0013C858,,unreferenced,generated
0x0013C870,func_0013C870,,reached,generated
0x0013C880,func_0013C880,,reached,generated
0x0013C890,func_0013C890,,unreferenced,generated
0x0013C8A0,func_0013C8A0,,unreferenced,generated
0x0013C8B0,func_0013C8B0,,unreferenced,generated
0x0013C8C0,func_0013C8C0,,unreferenced,generated
0x0013C8D0,func_0013C8D0,,unreferenced,generated
0x0013C8D8,func_0013C8D8,,reached,generated
0x0013CD68,hhprim3d_0013CD68,../hahig/hhprim3d.c,reached,generated
0x0013CEF0,HahiG3DPrimDraw,../hahig/hhprim3d.c,reached,prose_label
0x0013D218,hhprim3d_0013D218,../hahig/hhprim3d.c,reached,generated
0x0013D260,Prim3d,../hahig/hhprim3d.c,reached,prose_label
0x0013D298,hhprim3d_0013D298,../hahig/hhprim3d.c,reached,generated
0x0013D2B8,hhprim3d_0013D2B8,../hahig/hhprim3d.c,unreferenced,generated
0x0013D348,hhprim3d_0013D348,../hahig/hhprim3d.c,unreferenced,generated
0x0013D370,hhprim3d_0013D370,../hahig/hhprim3d.c,unreferenced,generated
0x0013D398,hhprim3d_0013D398,../hahig/hhprim3d.c,unreferenced,generated
0x0013D3C0,hhprim3d_0013D3C0,../hahig/hhprim3d.c,unreferenced,generated
0x0013D3E8,hhprim3d_0013D3E8,../hahig/hhprim3d.c,unreferenced,generated
0x0013D410,hhprim3d_0013D410,../hahig/hhprim3d.c,unreferenced,generated
0x0013D438,hhprim3d_0013D438,../hahig/hhprim3d.c,unreferenced,generated
0x0013D4D0,hhprim3d_0013D4D0,../hahig/hhprim3d.c,unreferenced,generated
0x0013D4F0,hhprim3d_0013D4F0,../hahig/hhprim3d.c,unreferenced,generated
0x0013D538,hhprim3d_0013D538,../hahig/hhprim3d.c,unreferenced,generated
0x0013D580,hhprim3d_0013D580,../hahig/hhprim3d.c,reached,generated
0x0013D5A0,hhprim3d_0013D5A0,../hahig/hhprim3d.c,reached,generated
0x0013D638,hhprim3d_0013D638,../hahig/hhprim3d.c,reached,generated
0x0013D688,hhprim3d_0013D688,../hahig/hhprim3d.c,reached,generated
0x0013D798,hhprim3d_0013D798,../hahig/hhprim3d.c,reached,generated
0x0013D808,D_options,../hahig/hhprim3d.c,reached,menu_label
0x0013D850,hhprim3d_0013D850,../hahig/hhprim3d.c,reached,generated
0x0013D958,hhprim3d_0013D958,../hahig/hhprim3d.c,reached,generated
0x0013DA80,Primitives,../hahig/hhprim3d.c,reached,manual
0x0013DAD8,hhprim3d_0013DAD8,../hahig/hhprim3d.c,reached,generated
0x0013DBF8,hhprim3d_0013DBF8,../hahig/hhprim3d.c,reached,generated
0x0013DDC0,hhprim3d_0013DDC0,../hahig/hhprim3d.c,reached,generated
0x0013E130,Sprites,../hahig/hhprim3d.c,reached,menu_label
0x0013E1A8,Load_and_show_a_still,../hahig/hhprim3d.c,reached,menu_label
0x0013E2A0,Drawing_Packed_texture_parts,../hahig/hhprim3d.c,reached,menu_label
0x0013E3A0,Sprite_functions,../hahig/hhprim3d.c,reached,menu_label
0x0013E780,Texture_release_timing,../hahig/hhprim3d.c,reached,menu_label
0x0013E8D0,Sprite_parenting,../hahig/hhprim3d.c,reached,menu_label
0x0013EB78,Tasks,../hahig/hhprim3d.c,reached,menu_label
0x0013EBB0,hhprim3d_0013EBB0,../hahig/hhprim3d.c,reached,generated
0x0013EC70,hhprim3d_0013EC70,../hahig/hhprim3d.c,reached,generated
0x0013ED08,D_object_techniques,../hahig/hhprim3d.c,reached,menu_label
0x0013ED40,hhprim3d_0013ED40,../hahig/hhprim3d.c,reached,generated
0x0013EEB0,gsprim_0013EEB0,gsprim.c,reached,generated
0x0013EF00,gsprim_0013EF00,gsprim.c,reached,generated
0x0013EF70,gsprim_0013EF70,gsprim.c,reached,generated
0x0013F070,gsprim2_0013F070,gsprim2.c,reached,generated
0x0013F0C0,gsprim2_0013F0C0,gsprim2.c,reached,generated
0x0013F120,gsprim2_0013F120,gsprim2.c,reached,generated
0x0013F1A8,func_0013F1A8,,reached,generated
0x0013F228,gsenv_0013F228,gsenv.c,reached,generated
0x0013F408,gsenv_0013F408,gsenv.c,reached,generated
0x0013F500,gsenv_0013F500,gsenv.c,reached,generated
0x0013F578,gsenv_0013F578,gsenv.c,reached,generated
0x0013F660,gsenv_0013F660,gsenv.c,reached,generated
0x0013F768,gsenv_0013F768,gsenv.c,reached,generated
0x0013F7E8,gsenv_0013F7E8,gsenv.c,reached,generated
0x0013F8D8,gsenv_0013F8D8,gsenv.c,reached,generated
0x0013F9C8,gsenv_0013F9C8,gsenv.c,reached,generated
0x0013FA00,gsenv_0013FA00,gsenv.c,reached,generated
0x0013FA40,gsenv_0013FA40,gsenv.c,unreferenced,generated
0x0013FA58,gsenv_0013FA58,gsenv.c,unreferenced,generated
0x0013FA98,gsenv_0013FA98,gsenv.c,unreferenced,generated
0x0013FAD8,gsenv_0013FAD8,gsenv.c,reached,generated
0x0013FB30,gsenv_0013FB30,gsenv.c,unreferenced,generated
0x0013FBB8,gsenv_0013FBB8,gsenv.c,unreferenced,generated
0x0013FC00,gsenv_0013FC00,gsenv.c,reached,generated
0x0013FC20,gsenv_0013FC20,gsenv.c,reached,generated
0x0013FC48,gsenv_0013FC48,gsenv.c,unreferenced,generated
0x0013FC60,gsenv_0013FC60,gsenv.c,unreferenced,generated
0x0013FD30,gsenv_0013FD30,gsenv.c,unreferenced,generated
0x0013FD48,gsenv_0013FD48,gsenv.c,unreferenced,generated
0x0013FD68,gsenv_0013FD68,gsenv.c,reached,generated
0x0013FD90,gsenv_0013FD90,gsenv.c,unreferenced,generated
0x0013FDA8,gsenv_0013FDA8,gsenv.c,unreferenced,generated
0x0013FE00,gsenv_0013FE00,gsenv.c,reached,generated
0x0013FE18,gsenv_0013FE18,gsenv.c,unreferenced,generated
0x0013FE40,gsenv_0013FE40,gsenv.c,unreferenced,generated
0x0013FE70,gsenv_0013FE70,gsenv.c,reached,generated
0x0013FEA0,gsenv_0013FEA0,gsenv.c,reached,generated
0x0013FF00,gsenv_0013FF00,gsenv.c,reached,generated
0x0013FFC8,gsenv_0013FFC8,gsenv.c,reached,generated
0x00140048,SnapShotWriteBmp,gsenv.c,reached,manual
0x00140118,SnapShotTask,gsenv.c,reached,manual
0x00140178,gsenv_00140178,gsenv.c,reached,generated
0x00140188,SnapShotUpdate,gsenv.c,reached,manual
0x001401F0,SnapShotInit,gsenv.c,reached,manual
0x00140278,SnapShotExit,gsenv.c,reached,manual
0x001402D0,gsenv_001402D0,gsenv.c,unreferenced,generated
0x00140350,gsenv_00140350,gsenv.c,unreferenced,generated
0x001403C8,gsenv_001403C8,gsenv.c,unreferenced,generated
0x00140410,gsenv_00140410,gsenv.c,unreferenced,generated
0x001404F8,gsenv_001404F8,gsenv.c,reached,generated
0x00140678,func_00140678,gsenv.c,unreferenced,generated
0x00140690,gsenv_00140690,gsenv.c,reached,generated
0x001406F8,gsenv_001406F8,gsenv.c,reached,generated
0x00140768,gsenv_00140768,gsenv.c,reached,generated
0x001407E0,gsenv_001407E0,gsenv.c,reached,generated
0x001408A8,func_001408A8,,unreferenced,generated
0x001408B0,overlayLoad,,reached,manual
0x00140928,func_00140928,,unreferenced,generated
0x00140990,overlayEnter,,reached,manual
0x001409C8,func_001409C8,,reached,generated
0x00140A40,func_00140A40,,reached,generated
0x00140A78,func_00140A78,,reached,generated
0x00140AB8,func_00140AB8,,reached,generated
0x00140B10,memcard_00140B10,memcard.c,reached,generated
0x00140B20,memcard_00140B20,memcard.c,reached,generated
0x00140B30,func_00140B30,memcard.c,unreferenced,generated
0x00140B40,func_00140B40,memcard.c,unreferenced,generated
0x00140B50,func_00140B50,memcard.c,unreferenced,generated
0x00140B60,func_00140B60,memcard.c,reached,generated
0x00140B70,memcard_00140B70,memcard.c,reached,generated
0x00140BD8,memcard_00140BD8,memcard.c,unreferenced,generated
0x00140BE0,memcard_00140BE0,memcard.c,reached,generated
0x00140CF0,memcard_00140CF0,memcard.c,reached,generated
